 JULDAY,   TIME,   DEP1,   DEP2,   DEP3,   DEP4,   DEP5,   DEP6,   DEP7,   DEP8,   DEP9,  DEP10
319., 180.00,   6.11,   7.91,   9.26,   9.70,   9.88,   9.88,   9.62,   9.30,   9.47       ,  12.97
319., 240.00,   6.08,   7.77,   9.10,   9.56,   9.78,   9.83,   9.63,   9.31,   9.47       ,  12.97
319., 300.00,   6.04,   7.65,   8.97,   9.44,   9.69,   9.78,   9.63,   9.32,   9.48       ,  12.97
319., 360.00,   5.96,   7.55,   8.84,   9.33,   9.61,   9.72,   9.63,   9.33,   9.48       ,  12.97
319., 420.00,   5.94,   7.44,   8.73,   9.23,   9.52,   9.66,   9.62,   9.33,   9.49       ,  12.97
319., 480.00,   7.41,   7.38,   8.64,   9.13,   9.44,   9.61,   9.61,   9.34,   9.49       ,  12.97
319., 540.00,   9.91,   8.12,   8.63,   9.05,   9.37,   9.55,   9.59,   9.34,   9.50       ,  12.97
319., 600.00,  13.05,   9.20,   8.83,   9.03,   9.31,   9.49,   9.58,   9.35,   9.50       ,  12.97
319., 660.00,  14.29,  10.48,   9.16,   9.12,   9.28,   9.45,   9.56,   9.35,   9.51       ,  12.97
319., 720.00,  15.33,  11.31,   9.58,   9.26,   9.30,   9.42,   9.54,   9.36,   9.51       ,  12.97
319., 780.00,  14.92,  12.05,   9.94,   9.46,   9.36,   9.41,   9.52,   9.36,   9.52       ,  12.97
319., 840.00,  14.65,  12.35,  10.28,   9.66,   9.45,   9.42,   9.51,   9.37,   9.53       ,  12.97
319., 900.00,  12.96,  12.24,  10.50,   9.86,   9.55,   9.46,   9.50,   9.37,   9.53       ,  12.97
319., 960.00,  10.31,  11.59,  10.56,  10.00,   9.66,   9.50,   9.49,   9.37,   9.54       ,  12.97
319.,1020.00,   8.00,  10.59,  10.44,  10.07,   9.74,   9.56,   9.49,   9.38,   9.54       ,  12.97
319.,1080.00,   6.99,   9.63,  10.19,  10.05,   9.80,   9.61,   9.49,   9.38,   9.55       ,  12.97
319.,1140.00,   6.57,   8.97,   9.91,   9.96,   9.81,   9.65,   9.50,   9.38,   9.55       ,  12.97
319.,1200.00,   6.35,   8.50,   9.64,   9.84,   9.79,   9.67,   9.51,   9.39,   9.56       ,  12.97
319.,1260.00,   6.05,   8.17,   9.41,   9.71,   9.74,   9.67,   9.52,   9.39,   9.56       ,  12.97
319.,1320.00,   6.03,   7.89,   9.21,   9.57,   9.68,   9.66,   9.52,   9.40,   9.57       ,  12.97
319.,1380.00,   5.78,   7.71,   9.03,   9.45,   9.61,   9.64,   9.53,   9.40,   9.57       ,  12.97
349.,   0.00,   4.91,   6.42,   7.39,   7.62,   7.64,   7.54,   7.28,   7.17,   7.51       ,  12.97
349.,  60.00,   4.36,   6.14,   7.21,   7.50,   7.58,   7.52,   7.30,   7.18,   7.52       ,  12.97
349., 120.00,   4.22,   5.90,   7.04,   7.38,   7.51,   7.50,   7.31,   7.18,   7.53       ,  12.97
349., 180.00,   4.16,   5.73,   6.89,   7.27,   7.44,   7.47,   7.32,   7.19,   7.54       ,  12.97
349., 240.00,   4.13,   5.60,   6.76,   7.17,   7.37,   7.43,   7.33,   7.19,   7.55       ,  12.97
349., 300.00,   4.09,   5.50,   6.65,   7.07,   7.30,   7.39,   7.33,   7.20,   7.55       ,  12.97
349., 360.00,   4.01,   5.41,   6.55,   6.97,   7.23,   7.35,   7.33,   7.20,   7.56       ,  12.97
349., 420.00,   3.91,   5.32,   6.45,   6.89,   7.16,   7.30,   7.32,   7.21,   7.57       ,  12.97
349., 480.00,   4.60,   5.21,   6.36,   6.81,   7.09,   7.26,   7.31,   7.21,   7.58       ,  12.97
349., 540.00,   6.31,   5.54,   6.37,   6.73,   7.03,   7.21,   7.30,   7.21,   7.59       ,  12.97
349., 600.00,   9.30,   6.38,   6.43,   6.71,   6.98,   7.16,   7.29,   7.22,   7.59       ,  12.97
349., 660.00,  10.84,   7.49,   6.68,   6.74,   6.95,   7.12,   7.27,   7.22,   7.60       ,  12.97
349., 720.00,  11.45,   8.38,   7.01,   6.85,   6.95,   7.10,   7.26,   7.23,   7.61       ,  12.97
349., 780.00,  12.04,   9.01,   7.35,   7.00,   6.99,   7.08,   7.24,   7.23,   7.62       ,  12.97
349., 840.00,  11.51,   9.39,   7.65,   7.17,   7.05,   7.09,   7.23,   7.23,   7.63       ,  12.97
349., 900.00,   9.80,   9.30,   7.86,   7.34,   7.14,   7.11,   7.22,   7.24,   7.63       ,  12.97
349., 960.00,   7.33,   8.70,   7.91,   7.47,   7.22,   7.14,   7.21,   7.24,   7.64       ,  12.97
349.,1020.00,   5.69,   7.83,   7.80,   7.53,   7.30,   7.18,   7.21,   7.24,   7.65       ,  12.97
349.,1080.00,   4.99,   7.10,   7.60,   7.51,   7.34,   7.22,   7.21,   7.24,   7.66       ,  12.97
349.,1140.00,   4.65,   6.59,   7.38,   7.45,   7.35,   7.26,   7.21,   7.24,   7.66       ,  12.97
349.,1200.00,   4.42,   6.22,   7.17,   7.36,   7.34,   7.28,   7.22,   7.25,   7.67       ,  12.97
349.,1260.00,   4.20,   5.94,   6.99,   7.25,   7.31,   7.28,   7.23,   7.25,   7.68       ,  12.97
349.,1320.00,   4.11,   5.72,   6.83,   7.15,   7.26,   7.28,   7.23,   7.25,   7.69       ,  12.97
349.,1380.00,   3.96,   5.56,   6.68,   7.05,   7.21,   7.26,   7.23,   7.26,   7.69       ,  12.97
